,path,participant_id,sequence_id,sign
71,train_landmark_files/28656/461365407.parquet,28656,461365407,sleepy
72,train_landmark_files/28656/1594400831.parquet,28656,1594400831,sleepy
73,train_landmark_files/28656/2124253980.parquet,28656,2124253980,sleepy
74,train_landmark_files/28656/145927105.parquet,28656,145927105,sleepy
75,train_landmark_files/28656/2284822833.parquet,28656,2284822833,sleepy
76,train_landmark_files/28656/1127132321.parquet,28656,1127132321,sleepy
77,train_landmark_files/28656/2050663557.parquet,28656,2050663557,sleepy
78,train_landmark_files/28656/2257673487.parquet,28656,2257673487,sleepy
79,train_landmark_files/28656/3733096870.parquet,28656,3733096870,sleepy
80,train_landmark_files/34503/3601720654.parquet,34503,3601720654,sleepy
81,train_landmark_files/34503/4163867124.parquet,34503,4163867124,sleepy
82,train_landmark_files/34503/1651985366.parquet,34503,1651985366,sleepy
83,train_landmark_files/34503/2359289166.parquet,34503,2359289166,sleepy
84,train_landmark_files/34503/283041246.parquet,34503,283041246,sleepy
85,train_landmark_files/34503/273473796.parquet,34503,273473796,sleepy
86,train_landmark_files/34503/1835181149.parquet,34503,1835181149,sleepy
87,train_landmark_files/34503/1401946248.parquet,34503,1401946248,sleepy
88,train_landmark_files/34503/2803854573.parquet,34503,2803854573,sleepy
89,train_landmark_files/34503/657688137.parquet,34503,657688137,sleepy
90,train_landmark_files/18796/273770293.parquet,18796,273770293,sleepy
91,train_landmark_files/18796/3481760335.parquet,18796,3481760335,sleepy
92,train_landmark_files/18796/3744833310.parquet,18796,3744833310,sleepy
93,train_landmark_files/18796/2662240775.parquet,18796,2662240775,sleepy
94,train_landmark_files/18796/2519747462.parquet,18796,2519747462,sleepy
95,train_landmark_files/18796/1137689288.parquet,18796,1137689288,sleepy
96,train_landmark_files/18796/2467926524.parquet,18796,2467926524,sleepy
97,train_landmark_files/18796/3173050930.parquet,18796,3173050930,sleepy
98,train_landmark_files/18796/2294561159.parquet,18796,2294561159,sleepy
99,train_landmark_files/18796/1340653976.parquet,18796,1340653976,sleepy
100,train_landmark_files/27610/838861409.parquet,27610,838861409,sleepy
101,train_landmark_files/27610/3409217749.parquet,27610,3409217749,sleepy
102,train_landmark_files/27610/4101485048.parquet,27610,4101485048,sleepy
103,train_landmark_files/27610/4136683841.parquet,27610,4136683841,sleepy
104,train_landmark_files/27610/3348486869.parquet,27610,3348486869,sleepy
105,train_landmark_files/27610/1728527181.parquet,27610,1728527181,sleepy
106,train_landmark_files/27610/3226613402.parquet,27610,3226613402,sleepy
107,train_landmark_files/27610/2535609320.parquet,27610,2535609320,sleepy
108,train_landmark_files/27610/1799141713.parquet,27610,1799141713,sleepy
109,train_landmark_files/27610/2682282296.parquet,27610,2682282296,sleepy
110,train_landmark_files/37779/3205476890.parquet,37779,3205476890,sleepy
111,train_landmark_files/37779/2600862337.parquet,37779,2600862337,sleepy
112,train_landmark_files/37779/3776916450.parquet,37779,3776916450,sleepy
113,train_landmark_files/37779/1901831312.parquet,37779,1901831312,sleepy
114,train_landmark_files/37779/1633593875.parquet,37779,1633593875,sleepy
115,train_landmark_files/37779/547173004.parquet,37779,547173004,sleepy
116,train_landmark_files/37779/417470243.parquet,37779,417470243,sleepy
117,train_landmark_files/37779/607821353.parquet,37779,607821353,sleepy
118,train_landmark_files/37779/396556976.parquet,37779,396556976,sleepy
119,train_landmark_files/37779/2474244655.parquet,37779,2474244655,sleepy
120,train_landmark_files/29302/3614715067.parquet,29302,3614715067,sleepy
121,train_landmark_files/29302/2655392670.parquet,29302,2655392670,sleepy
122,train_landmark_files/29302/164274136.parquet,29302,164274136,sleepy
123,train_landmark_files/29302/2019830527.parquet,29302,2019830527,sleepy
124,train_landmark_files/29302/1609705370.parquet,29302,1609705370,sleepy
125,train_landmark_files/29302/2861376759.parquet,29302,2861376759,sleepy
126,train_landmark_files/29302/2439971374.parquet,29302,2439971374,sleepy
127,train_landmark_files/29302/1895013309.parquet,29302,1895013309,sleepy
128,train_landmark_files/29302/1380146133.parquet,29302,1380146133,sleepy
129,train_landmark_files/29302/1739008869.parquet,29302,1739008869,sleepy
130,train_landmark_files/53618/581925218.parquet,53618,581925218,sleepy
131,train_landmark_files/53618/75726639.parquet,53618,75726639,sleepy
132,train_landmark_files/53618/2452152872.parquet,53618,2452152872,sleepy
133,train_landmark_files/53618/1506976164.parquet,53618,1506976164,sleepy
134,train_landmark_files/53618/2910815578.parquet,53618,2910815578,sleepy
135,train_landmark_files/53618/1653286184.parquet,53618,1653286184,sleepy
136,train_landmark_files/53618/3183825668.parquet,53618,3183825668,sleepy
137,train_landmark_files/53618/1320671516.parquet,53618,1320671516,sleepy
138,train_landmark_files/53618/2392482965.parquet,53618,2392482965,sleepy
139,train_landmark_files/53618/1265805019.parquet,53618,1265805019,sleepy
140,train_landmark_files/49445/511418178.parquet,49445,511418178,sleepy
141,train_landmark_files/49445/1979250993.parquet,49445,1979250993,sleepy
142,train_landmark_files/49445/1494739484.parquet,49445,1494739484,sleepy
143,train_landmark_files/49445/1529122773.parquet,49445,1529122773,sleepy
144,train_landmark_files/49445/3283552432.parquet,49445,3283552432,sleepy
145,train_landmark_files/49445/2460196269.parquet,49445,2460196269,sleepy
146,train_landmark_files/49445/820977175.parquet,49445,820977175,sleepy
147,train_landmark_files/49445/1280554174.parquet,49445,1280554174,sleepy
148,train_landmark_files/49445/1540742305.parquet,49445,1540742305,sleepy
149,train_landmark_files/49445/4045865161.parquet,49445,4045865161,sleepy
150,train_landmark_files/61333/3039389870.parquet,61333,3039389870,sleepy
151,train_landmark_files/61333/1267096113.parquet,61333,1267096113,sleepy
152,train_landmark_files/61333/1474807199.parquet,61333,1474807199,sleepy
153,train_landmark_files/61333/2727867604.parquet,61333,2727867604,sleepy
154,train_landmark_files/61333/2876802404.parquet,61333,2876802404,sleepy
155,train_landmark_files/61333/1853638363.parquet,61333,1853638363,sleepy
156,train_landmark_files/61333/3430513772.parquet,61333,3430513772,sleepy
157,train_landmark_files/61333/4188507508.parquet,61333,4188507508,sleepy
158,train_landmark_files/61333/1602814033.parquet,61333,1602814033,sleepy
159,train_landmark_files/61333/3520617675.parquet,61333,3520617675,sleepy
160,train_landmark_files/25571/2731323911.parquet,25571,2731323911,sleepy
161,train_landmark_files/25571/4142282852.parquet,25571,4142282852,sleepy
162,train_landmark_files/25571/1926586231.parquet,25571,1926586231,sleepy
163,train_landmark_files/25571/298880093.parquet,25571,298880093,sleepy
164,train_landmark_files/25571/443733533.parquet,25571,443733533,sleepy
165,train_landmark_files/25571/208381541.parquet,25571,208381541,sleepy
166,train_landmark_files/25571/1447477207.parquet,25571,1447477207,sleepy
167,train_landmark_files/25571/4117585008.parquet,25571,4117585008,sleepy
168,train_landmark_files/25571/2484022398.parquet,25571,2484022398,sleepy
169,train_landmark_files/25571/3911660362.parquet,25571,3911660362,sleepy
170,train_landmark_files/4718/343898730.parquet,4718,343898730,sleepy
171,train_landmark_files/4718/641163465.parquet,4718,641163465,sleepy
172,train_landmark_files/4718/312055317.parquet,4718,312055317,sleepy
173,train_landmark_files/4718/148526448.parquet,4718,148526448,sleepy
174,train_landmark_files/4718/4273752713.parquet,4718,4273752713,sleepy
175,train_landmark_files/4718/2122493535.parquet,4718,2122493535,sleepy
176,train_landmark_files/4718/3629456334.parquet,4718,3629456334,sleepy
177,train_landmark_files/4718/2085945934.parquet,4718,2085945934,sleepy
178,train_landmark_files/4718/1987287384.parquet,4718,1987287384,sleepy
179,train_landmark_files/4718/95091733.parquet,4718,95091733,sleepy
180,train_landmark_files/22343/587214036.parquet,22343,587214036,sleepy
181,train_landmark_files/22343/2066990491.parquet,22343,2066990491,sleepy
182,train_landmark_files/22343/203123647.parquet,22343,203123647,sleepy
183,train_landmark_files/22343/512305263.parquet,22343,512305263,sleepy
184,train_landmark_files/22343/3231548510.parquet,22343,3231548510,sleepy
185,train_landmark_files/22343/3609715659.parquet,22343,3609715659,sleepy
186,train_landmark_files/22343/2509511878.parquet,22343,2509511878,sleepy
187,train_landmark_files/22343/535242967.parquet,22343,535242967,sleepy
188,train_landmark_files/22343/772581170.parquet,22343,772581170,sleepy
189,train_landmark_files/22343/3032025372.parquet,22343,3032025372,sleepy
190,train_landmark_files/37055/2992935574.parquet,37055,2992935574,sleepy
191,train_landmark_files/37055/191432364.parquet,37055,191432364,sleepy
192,train_landmark_files/37055/54513211.parquet,37055,54513211,sleepy
193,train_landmark_files/37055/3768110333.parquet,37055,3768110333,sleepy
194,train_landmark_files/37055/1484493293.parquet,37055,1484493293,sleepy
195,train_landmark_files/37055/699602337.parquet,37055,699602337,sleepy
196,train_landmark_files/37055/2609778871.parquet,37055,2609778871,sleepy
197,train_landmark_files/37055/2965771134.parquet,37055,2965771134,sleepy
198,train_landmark_files/37055/1780078341.parquet,37055,1780078341,sleepy
199,train_landmark_files/37055/89066059.parquet,37055,89066059,sleepy
200,train_landmark_files/30680/4006747780.parquet,30680,4006747780,sleepy
201,train_landmark_files/30680/1794258113.parquet,30680,1794258113,sleepy
202,train_landmark_files/30680/569231995.parquet,30680,569231995,sleepy
203,train_landmark_files/30680/2975349562.parquet,30680,2975349562,sleepy
204,train_landmark_files/30680/3994438712.parquet,30680,3994438712,sleepy
205,train_landmark_files/30680/671044490.parquet,30680,671044490,sleepy
206,train_landmark_files/30680/3115563524.parquet,30680,3115563524,sleepy
207,train_landmark_files/30680/4273498518.parquet,30680,4273498518,sleepy
208,train_landmark_files/30680/2194283479.parquet,30680,2194283479,sleepy
209,train_landmark_files/30680/2829494329.parquet,30680,2829494329,sleepy
210,train_landmark_files/22343/4258061030.parquet,22343,4258061030,happy
211,train_landmark_files/22343/256973864.parquet,22343,256973864,happy
212,train_landmark_files/22343/3640690053.parquet,22343,3640690053,happy
213,train_landmark_files/22343/1006778422.parquet,22343,1006778422,happy
214,train_landmark_files/22343/1785228241.parquet,22343,1785228241,happy
215,train_landmark_files/22343/580489258.parquet,22343,580489258,happy
216,train_landmark_files/22343/1695764955.parquet,22343,1695764955,happy
217,train_landmark_files/22343/2959972106.parquet,22343,2959972106,happy
218,train_landmark_files/22343/1423236462.parquet,22343,1423236462,happy
219,train_landmark_files/22343/3251524126.parquet,22343,3251524126,happy
220,train_landmark_files/37055/3844167317.parquet,37055,3844167317,happy
221,train_landmark_files/37055/1823022051.parquet,37055,1823022051,happy
222,train_landmark_files/37055/371851832.parquet,37055,371851832,happy
223,train_landmark_files/37055/2726940873.parquet,37055,2726940873,happy
224,train_landmark_files/37055/11548231.parquet,37055,11548231,happy
225,train_landmark_files/37055/1379014477.parquet,37055,1379014477,happy
226,train_landmark_files/37055/3297969315.parquet,37055,3297969315,happy
227,train_landmark_files/37055/57247545.parquet,37055,57247545,happy
228,train_landmark_files/37055/3756756432.parquet,37055,3756756432,happy
229,train_landmark_files/37055/2871493547.parquet,37055,2871493547,happy
230,train_landmark_files/18796/975813053.parquet,18796,975813053,happy
231,train_landmark_files/18796/1412998805.parquet,18796,1412998805,happy
232,train_landmark_files/18796/2409740814.parquet,18796,2409740814,happy
233,train_landmark_files/18796/279386874.parquet,18796,279386874,happy
234,train_landmark_files/18796/3020597780.parquet,18796,3020597780,happy
235,train_landmark_files/18796/1034110468.parquet,18796,1034110468,happy
236,train_landmark_files/18796/1552118744.parquet,18796,1552118744,happy
237,train_landmark_files/18796/3391582885.parquet,18796,3391582885,happy
238,train_landmark_files/18796/526684427.parquet,18796,526684427,happy
239,train_landmark_files/18796/2465341752.parquet,18796,2465341752,happy
240,train_landmark_files/32319/1676179618.parquet,32319,1676179618,happy
241,train_landmark_files/32319/3771496694.parquet,32319,3771496694,happy
242,train_landmark_files/32319/1989489187.parquet,32319,1989489187,happy
243,train_landmark_files/32319/241651895.parquet,32319,241651895,happy
244,train_landmark_files/32319/2744474409.parquet,32319,2744474409,happy
245,train_landmark_files/32319/3519918087.parquet,32319,3519918087,happy
246,train_landmark_files/32319/2463426083.parquet,32319,2463426083,happy
247,train_landmark_files/32319/1035840159.parquet,32319,1035840159,happy
248,train_landmark_files/32319/2410627938.parquet,32319,2410627938,happy
249,train_landmark_files/32319/1086215970.parquet,32319,1086215970,happy
250,train_landmark_files/53618/250336109.parquet,53618,250336109,happy
251,train_landmark_files/53618/1416681109.parquet,53618,1416681109,happy
252,train_landmark_files/53618/3005890934.parquet,53618,3005890934,happy
253,train_landmark_files/53618/848817321.parquet,53618,848817321,happy
254,train_landmark_files/53618/1788681970.parquet,53618,1788681970,happy
255,train_landmark_files/53618/922074701.parquet,53618,922074701,happy
256,train_landmark_files/53618/3269435489.parquet,53618,3269435489,happy
257,train_landmark_files/53618/3421014029.parquet,53618,3421014029,happy
258,train_landmark_files/53618/3476077062.parquet,53618,3476077062,happy
259,train_landmark_files/53618/3996531642.parquet,53618,3996531642,happy
260,train_landmark_files/29302/1054418038.parquet,29302,1054418038,happy
261,train_landmark_files/29302/3123452997.parquet,29302,3123452997,happy
262,train_landmark_files/29302/138653515.parquet,29302,138653515,happy
263,train_landmark_files/29302/1424311032.parquet,29302,1424311032,happy
264,train_landmark_files/29302/894372592.parquet,29302,894372592,happy
265,train_landmark_files/29302/108349232.parquet,29302,108349232,happy
266,train_landmark_files/29302/368259378.parquet,29302,368259378,happy
267,train_landmark_files/29302/3896706627.parquet,29302,3896706627,happy
268,train_landmark_files/29302/3490595100.parquet,29302,3490595100,happy
269,train_landmark_files/29302/729140291.parquet,29302,729140291,happy
270,train_landmark_files/2044/1226471603.parquet,2044,1226471603,happy
271,train_landmark_files/2044/3741236321.parquet,2044,3741236321,happy
272,train_landmark_files/2044/1266427503.parquet,2044,1266427503,happy
273,train_landmark_files/2044/1261598499.parquet,2044,1261598499,happy
274,train_landmark_files/2044/2187609603.parquet,2044,2187609603,happy
275,train_landmark_files/2044/1341879710.parquet,2044,1341879710,happy
276,train_landmark_files/2044/43733510.parquet,2044,43733510,happy
277,train_landmark_files/2044/452977223.parquet,2044,452977223,happy
278,train_landmark_files/2044/1062075977.parquet,2044,1062075977,happy
279,train_landmark_files/2044/3814441491.parquet,2044,3814441491,happy
280,train_landmark_files/37779/1075688489.parquet,37779,1075688489,happy
281,train_landmark_files/37779/3554153204.parquet,37779,3554153204,happy
282,train_landmark_files/37779/373319789.parquet,37779,373319789,happy
283,train_landmark_files/37779/3928865236.parquet,37779,3928865236,happy
284,train_landmark_files/37779/3308544907.parquet,37779,3308544907,happy
285,train_landmark_files/37779/1219255398.parquet,37779,1219255398,happy
286,train_landmark_files/37779/2297490630.parquet,37779,2297490630,happy
287,train_landmark_files/37779/3300828124.parquet,37779,3300828124,happy
288,train_landmark_files/37779/1174259150.parquet,37779,1174259150,happy
289,train_landmark_files/37779/2834734401.parquet,37779,2834734401,happy
290,train_landmark_files/36257/1098234177.parquet,36257,1098234177,happy
291,train_landmark_files/36257/3657033324.parquet,36257,3657033324,happy
292,train_landmark_files/36257/4155198576.parquet,36257,4155198576,happy
293,train_landmark_files/36257/3614297483.parquet,36257,3614297483,happy
294,train_landmark_files/36257/3312977973.parquet,36257,3312977973,happy
295,train_landmark_files/36257/700492173.parquet,36257,700492173,happy
296,train_landmark_files/36257/1220392078.parquet,36257,1220392078,happy
297,train_landmark_files/36257/999962374.parquet,36257,999962374,happy
298,train_landmark_files/36257/375379866.parquet,36257,375379866,happy
299,train_landmark_files/36257/558182775.parquet,36257,558182775,happy
300,train_landmark_files/16069/145907272.parquet,16069,145907272,happy
301,train_landmark_files/16069/4203690075.parquet,16069,4203690075,happy
302,train_landmark_files/16069/1116075360.parquet,16069,1116075360,happy
303,train_landmark_files/16069/2470130504.parquet,16069,2470130504,happy
304,train_landmark_files/16069/39303019.parquet,16069,39303019,happy
305,train_landmark_files/16069/3800634406.parquet,16069,3800634406,happy
306,train_landmark_files/16069/1228205252.parquet,16069,1228205252,happy
307,train_landmark_files/16069/564542750.parquet,16069,564542750,happy
308,train_landmark_files/16069/1501249757.parquet,16069,1501249757,happy
309,train_landmark_files/16069/1905632864.parquet,16069,1905632864,happy
310,train_landmark_files/25571/503135720.parquet,25571,503135720,happy
311,train_landmark_files/25571/2508488872.parquet,25571,2508488872,happy
312,train_landmark_files/25571/2259754810.parquet,25571,2259754810,happy
313,train_landmark_files/25571/900452394.parquet,25571,900452394,happy
314,train_landmark_files/25571/19576973.parquet,25571,19576973,happy
315,train_landmark_files/25571/1180415897.parquet,25571,1180415897,happy
316,train_landmark_files/25571/180248674.parquet,25571,180248674,happy
317,train_landmark_files/25571/873487331.parquet,25571,873487331,happy
318,train_landmark_files/25571/3744557273.parquet,25571,3744557273,happy
319,train_landmark_files/25571/182174736.parquet,25571,182174736,happy
320,train_landmark_files/4718/570733568.parquet,4718,570733568,happy
321,train_landmark_files/4718/270024576.parquet,4718,270024576,happy
322,train_landmark_files/4718/1595954575.parquet,4718,1595954575,happy
323,train_landmark_files/4718/1915567917.parquet,4718,1915567917,happy
324,train_landmark_files/4718/4227342754.parquet,4718,4227342754,happy
325,train_landmark_files/4718/3285494096.parquet,4718,3285494096,happy
326,train_landmark_files/4718/4282071514.parquet,4718,4282071514,happy
327,train_landmark_files/4718/3632833228.parquet,4718,3632833228,happy
328,train_landmark_files/4718/3985623856.parquet,4718,3985623856,happy
329,train_landmark_files/4718/3560760629.parquet,4718,3560760629,happy
330,train_landmark_files/34503/2439269168.parquet,34503,2439269168,happy
331,train_landmark_files/34503/3211199181.parquet,34503,3211199181,happy
332,train_landmark_files/34503/2280145752.parquet,34503,2280145752,happy
333,train_landmark_files/34503/1213328773.parquet,34503,1213328773,happy
334,train_landmark_files/34503/1507544434.parquet,34503,1507544434,happy
335,train_landmark_files/34503/1953632270.parquet,34503,1953632270,happy
336,train_landmark_files/34503/2620404392.parquet,34503,2620404392,happy
337,train_landmark_files/34503/2329014877.parquet,34503,2329014877,happy
338,train_landmark_files/34503/1679347675.parquet,34503,1679347675,happy
339,train_landmark_files/34503/519921990.parquet,34503,519921990,happy
340,train_landmark_files/30680/2289142586.parquet,30680,2289142586,happy
341,train_landmark_files/30680/849560414.parquet,30680,849560414,happy
342,train_landmark_files/30680/2569088233.parquet,30680,2569088233,happy
343,train_landmark_files/30680/2458415441.parquet,30680,2458415441,happy
344,train_landmark_files/30680/3898409086.parquet,30680,3898409086,happy
345,train_landmark_files/30680/1620201877.parquet,30680,1620201877,happy
346,train_landmark_files/30680/1293252124.parquet,30680,1293252124,happy
347,train_landmark_files/30680/2480264481.parquet,30680,2480264481,happy
348,train_landmark_files/30680/274291439.parquet,30680,274291439,happy
349,train_landmark_files/30680/2827335820.parquet,30680,2827335820,happy
350,train_landmark_files/61333/470105854.parquet,61333,470105854,happy
351,train_landmark_files/61333/2367621286.parquet,61333,2367621286,happy
352,train_landmark_files/61333/1325817786.parquet,61333,1325817786,happy
353,train_landmark_files/61333/805065291.parquet,61333,805065291,happy
354,train_landmark_files/61333/3927992040.parquet,61333,3927992040,happy
355,train_landmark_files/61333/3524362747.parquet,61333,3524362747,happy
356,train_landmark_files/61333/506940108.parquet,61333,506940108,happy
357,train_landmark_files/61333/3329759032.parquet,61333,3329759032,happy
358,train_landmark_files/61333/314044618.parquet,61333,314044618,happy
359,train_landmark_files/61333/4216217314.parquet,61333,4216217314,happy
360,train_landmark_files/28656/597127327.parquet,28656,597127327,happy
361,train_landmark_files/28656/1426145383.parquet,28656,1426145383,happy
362,train_landmark_files/28656/2001140986.parquet,28656,2001140986,happy
363,train_landmark_files/28656/202346995.parquet,28656,202346995,happy
364,train_landmark_files/28656/2181192139.parquet,28656,2181192139,happy
365,train_landmark_files/28656/3221659607.parquet,28656,3221659607,happy
366,train_landmark_files/28656/3339949857.parquet,28656,3339949857,happy
367,train_landmark_files/28656/3814837001.parquet,28656,3814837001,happy
368,train_landmark_files/28656/1711447178.parquet,28656,1711447178,happy
369,train_landmark_files/28656/399646872.parquet,28656,399646872,happy
370,train_landmark_files/49445/1386987150.parquet,49445,1386987150,happy
371,train_landmark_files/49445/2645228586.parquet,49445,2645228586,happy
372,train_landmark_files/49445/3867164590.parquet,49445,3867164590,happy
373,train_landmark_files/49445/940392805.parquet,49445,940392805,happy
374,train_landmark_files/49445/3433047880.parquet,49445,3433047880,happy
375,train_landmark_files/49445/1635447813.parquet,49445,1635447813,happy
376,train_landmark_files/49445/1626651992.parquet,49445,1626651992,happy
377,train_landmark_files/49445/2798383078.parquet,49445,2798383078,happy
378,train_landmark_files/49445/3461530262.parquet,49445,3461530262,happy
379,train_landmark_files/49445/4109042052.parquet,49445,4109042052,happy
380,train_landmark_files/27610/2280401410.parquet,27610,2280401410,happy
381,train_landmark_files/27610/3450421380.parquet,27610,3450421380,happy
382,train_landmark_files/27610/1633702964.parquet,27610,1633702964,happy
383,train_landmark_files/27610/3737606738.parquet,27610,3737606738,happy
384,train_landmark_files/27610/3219446841.parquet,27610,3219446841,happy
385,train_landmark_files/27610/4161575447.parquet,27610,4161575447,happy
386,train_landmark_files/27610/358598825.parquet,27610,358598825,happy
387,train_landmark_files/27610/4107910174.parquet,27610,4107910174,happy
388,train_landmark_files/27610/2852366986.parquet,27610,2852366986,happy
389,train_landmark_files/27610/1394774691.parquet,27610,1394774691,happy
390,train_landmark_files/62590/1664675530.parquet,62590,1664675530,happy
391,train_landmark_files/62590/3353947478.parquet,62590,3353947478,happy
392,train_landmark_files/62590/4168947663.parquet,62590,4168947663,happy
393,train_landmark_files/62590/71647337.parquet,62590,71647337,happy
394,train_landmark_files/62590/1555460480.parquet,62590,1555460480,happy
395,train_landmark_files/62590/1824072110.parquet,62590,1824072110,happy
396,train_landmark_files/62590/186373316.parquet,62590,186373316,happy
397,train_landmark_files/62590/4104845405.parquet,62590,4104845405,happy
398,train_landmark_files/62590/30629328.parquet,62590,30629328,happy
399,train_landmark_files/62590/1908066446.parquet,62590,1908066446,happy
400,train_landmark_files/55372/3941029001.parquet,55372,3941029001,happy
401,train_landmark_files/55372/3448515549.parquet,55372,3448515549,happy
402,train_landmark_files/55372/1800401794.parquet,55372,1800401794,happy
403,train_landmark_files/55372/2279835674.parquet,55372,2279835674,happy
404,train_landmark_files/55372/1478604681.parquet,55372,1478604681,happy
405,train_landmark_files/55372/2876543120.parquet,55372,2876543120,happy
406,train_landmark_files/55372/2409097052.parquet,55372,2409097052,happy
407,train_landmark_files/55372/1974016273.parquet,55372,1974016273,happy
408,train_landmark_files/55372/2953943611.parquet,55372,2953943611,happy
409,train_landmark_files/55372/3582491179.parquet,55372,3582491179,happy
410,train_landmark_files/26734/219320695.parquet,26734,219320695,happy
411,train_landmark_files/26734/67119514.parquet,26734,67119514,happy
412,train_landmark_files/26734/2615482146.parquet,26734,2615482146,happy
413,train_landmark_files/26734/1732250628.parquet,26734,1732250628,happy
414,train_landmark_files/26734/2012131509.parquet,26734,2012131509,happy
415,train_landmark_files/26734/3046435951.parquet,26734,3046435951,happy
